Cause,Code-ICD-10-113,Age,Gender,Year,Deaths,Population,Crude Rate
Pneumoconioses and chemical effects,GR113-087,18,M,2005,0,2174412,Unreliable
Pneumoconioses and chemical effects,GR113-087,18,M,2010,0,2305473,Unreliable
Pneumoconioses and chemical effects,GR113-087,18,M,2015,0,2156041,Unreliable
Pneumoconioses and chemical effects,GR113-087,19,M,2005,0,2190952,Unreliable
Pneumoconioses and chemical effects,GR113-087,19,M,2010,0,2341984,Unreliable
Pneumoconioses and chemical effects,GR113-087,19,M,2015,0,2184392,Unreliable
Pneumoconioses and chemical effects,GR113-087,20,M,2005,0,2185676,Unreliable
Pneumoconioses and chemical effects,GR113-087,20,M,2010,0,2308319,Unreliable
Pneumoconioses and chemical effects,GR113-087,20,M,2015,0,2240373,Unreliable
Pneumoconioses and chemical effects,GR113-087,21,M,2005,0,2139490,Unreliable
Pneumoconioses and chemical effects,GR113-087,21,M,2010,0,2223198,Unreliable
Pneumoconioses and chemical effects,GR113-087,21,M,2015,0,2290006,Unreliable
Pneumoconioses and chemical effects,GR113-087,22,M,2005,0,2151169,Unreliable
Pneumoconioses and chemical effects,GR113-087,22,M,2010,0,2177797,Unreliable
Pneumoconioses and chemical effects,GR113-087,22,M,2015,0,2331696,Unreliable
Pneumoconioses and chemical effects,GR113-087,23,M,2005,0,2136786,Unreliable
Pneumoconioses and chemical effects,GR113-087,23,M,2010,0,2140799,Unreliable
Pneumoconioses and chemical effects,GR113-087,23,M,2015,0,2387842,Unreliable
Pneumoconioses and chemical effects,GR113-087,24,M,2005,0,2124028,Unreliable
Pneumoconioses and chemical effects,GR113-087,24,M,2010,0,2164063,Unreliable
Pneumoconioses and chemical effects,GR113-087,24,M,2015,0,2417937,Unreliable
Pneumoconioses and chemical effects,GR113-087,25,M,2005,0,2115519,Unreliable
Pneumoconioses and chemical effects,GR113-087,25,M,2010,0,2161308,Unreliable
Pneumoconioses and chemical effects,GR113-087,25,M,2015,0,2407515,Unreliable
Pneumoconioses and chemical effects,GR113-087,26,M,2005,0,1993073,Unreliable
Pneumoconioses and chemical effects,GR113-087,26,M,2010,0,2097088,Unreliable
Pneumoconioses and chemical effects,GR113-087,26,M,2015,1,2310983,Unreliable
Pneumoconioses and chemical effects,GR113-087,27,M,2005,0,1942425,Unreliable
Pneumoconioses and chemical effects,GR113-087,27,M,2010,0,2140651,Unreliable
Pneumoconioses and chemical effects,GR113-087,27,M,2015,0,2254603,Unreliable
Pneumoconioses and chemical effects,GR113-087,28,M,2005,0,1913949,Unreliable
Pneumoconioses and chemical effects,GR113-087,28,M,2010,0,2118605,Unreliable
Pneumoconioses and chemical effects,GR113-087,28,M,2015,0,2214738,Unreliable
Pneumoconioses and chemical effects,GR113-087,29,M,2005,0,1857200,Unreliable
Pneumoconioses and chemical effects,GR113-087,29,M,2010,0,2117939,Unreliable
Pneumoconioses and chemical effects,GR113-087,29,M,2015,0,2221560,Unreliable
Pneumoconioses and chemical effects,GR113-087,30,M,2005,0,1952025,Unreliable
Pneumoconioses and chemical effects,GR113-087,30,M,2010,0,2160802,Unreliable
Pneumoconioses and chemical effects,GR113-087,30,M,2015,0,2231463,Unreliable
Pneumoconioses and chemical effects,GR113-087,31,M,2005,0,1859850,Unreliable
Pneumoconioses and chemical effects,GR113-087,31,M,2010,0,1988155,Unreliable
Pneumoconioses and chemical effects,GR113-087,31,M,2015,1,2152765,Unreliable
Pneumoconioses and chemical effects,GR113-087,32,M,2005,0,1926111,Unreliable
Pneumoconioses and chemical effects,GR113-087,32,M,2010,0,1994476,Unreliable
Pneumoconioses and chemical effects,GR113-087,32,M,2015,0,2181163,Unreliable
Pneumoconioses and chemical effects,GR113-087,33,M,2005,0,2019457,Unreliable
Pneumoconioses and chemical effects,GR113-087,33,M,2010,1,1936863,Unreliable
Pneumoconioses and chemical effects,GR113-087,33,M,2015,0,2175631,Unreliable
Pneumoconioses and chemical effects,GR113-087,34,M,2005,0,2131340,Unreliable
Pneumoconioses and chemical effects,GR113-087,34,M,2010,0,1916204,Unreliable
Pneumoconioses and chemical effects,GR113-087,34,M,2015,0,2148717,Unreliable
Pneumoconioses and chemical effects,GR113-087,35,M,2005,0,2200202,Unreliable
Pneumoconioses and chemical effects,GR113-087,35,M,2010,0,1980916,Unreliable
Pneumoconioses and chemical effects,GR113-087,35,M,2015,0,2199270,Unreliable
Pneumoconioses and chemical effects,GR113-087,36,M,2005,1,2066098,Unreliable
Pneumoconioses and chemical effects,GR113-087,36,M,2010,0,1890595,Unreliable
Pneumoconioses and chemical effects,GR113-087,36,M,2015,0,2053297,Unreliable
Pneumoconioses and chemical effects,GR113-087,37,M,2005,0,2016811,Unreliable
Pneumoconioses and chemical effects,GR113-087,37,M,2010,0,1953386,Unreliable
Pneumoconioses and chemical effects,GR113-087,37,M,2015,0,2010463,Unreliable
Pneumoconioses and chemical effects,GR113-087,38,M,2005,1,2018877,Unreliable
Pneumoconioses and chemical effects,GR113-087,38,M,2010,1,2049720,Unreliable
Pneumoconioses and chemical effects,GR113-087,38,M,2015,0,1983816,Unreliable
Pneumoconioses and chemical effects,GR113-087,39,M,2005,0,2085045,Unreliable
Pneumoconioses and chemical effects,GR113-087,39,M,2010,0,2167405,Unreliable
Pneumoconioses and chemical effects,GR113-087,39,M,2015,1,1926578,Unreliable
Pneumoconioses and chemical effects,GR113-087,40,M,2005,0,2226254,Unreliable
Pneumoconioses and chemical effects,GR113-087,40,M,2010,0,2191249,Unreliable
Pneumoconioses and chemical effects,GR113-087,40,M,2015,0,1989213,Unreliable
Pneumoconioses and chemical effects,GR113-087,41,M,2005,0,2258597,Unreliable
Pneumoconioses and chemical effects,GR113-087,41,M,2010,1,2047818,Unreliable
Pneumoconioses and chemical effects,GR113-087,41,M,2015,1,1919064,Unreliable
Pneumoconioses and chemical effects,GR113-087,42,M,2005,0,2245748,Unreliable
Pneumoconioses and chemical effects,GR113-087,42,M,2010,0,2028653,Unreliable
Pneumoconioses and chemical effects,GR113-087,42,M,2015,0,1942311,Unreliable
Pneumoconioses and chemical effects,GR113-087,43,M,2005,0,2258382,Unreliable
Pneumoconioses and chemical effects,GR113-087,43,M,2010,0,2035990,Unreliable
Pneumoconioses and chemical effects,GR113-087,43,M,2015,0,2032362,Unreliable
Pneumoconioses and chemical effects,GR113-087,44,M,2005,1,2264181,Unreliable
Pneumoconioses and chemical effects,GR113-087,44,M,2010,0,2090267,Unreliable
Pneumoconioses and chemical effects,GR113-087,44,M,2015,0,2147203,Unreliable
Pneumoconioses and chemical effects,GR113-087,45,M,2005,2,2314057,Unreliable
Pneumoconioses and chemical effects,GR113-087,45,M,2010,0,2237450,Unreliable
Pneumoconioses and chemical effects,GR113-087,45,M,2015,1,2182484,Unreliable
Pneumoconioses and chemical effects,GR113-087,46,M,2005,0,2220792,Unreliable
Pneumoconioses and chemical effects,GR113-087,46,M,2010,0,2230982,Unreliable
Pneumoconioses and chemical effects,GR113-087,46,M,2015,0,2064898,Unreliable
Pneumoconioses and chemical effects,GR113-087,47,M,2005,0,2228342,Unreliable
Pneumoconioses and chemical effects,GR113-087,47,M,2010,0,2238248,Unreliable
Pneumoconioses and chemical effects,GR113-087,47,M,2015,0,2019602,Unreliable
Pneumoconioses and chemical effects,GR113-087,48,M,2005,5,2188567,Unreliable
Pneumoconioses and chemical effects,GR113-087,48,M,2010,0,2237734,Unreliable
Pneumoconioses and chemical effects,GR113-087,48,M,2015,0,2015073,Unreliable
Pneumoconioses and chemical effects,GR113-087,49,M,2005,2,2108325,Unreliable
Pneumoconioses and chemical effects,GR113-087,49,M,2010,1,2264671,Unreliable
Pneumoconioses and chemical effects,GR113-087,49,M,2015,0,2052872,Unreliable
Pneumoconioses and chemical effects,GR113-087,50,M,2005,2,2113557,Unreliable
Pneumoconioses and chemical effects,GR113-087,50,M,2010,2,2300354,Unreliable
Pneumoconioses and chemical effects,GR113-087,50,M,2015,0,2173002,Unreliable
Pneumoconioses and chemical effects,GR113-087,51,M,2005,1,2026203,Unreliable
Pneumoconioses and chemical effects,GR113-087,51,M,2010,1,2190766,Unreliable
Pneumoconioses and chemical effects,GR113-087,51,M,2015,3,2202725,Unreliable
Pneumoconioses and chemical effects,GR113-087,52,M,2005,2,1947260,Unreliable
Pneumoconioses and chemical effects,GR113-087,52,M,2010,5,2207246,Unreliable
Pneumoconioses and chemical effects,GR113-087,52,M,2015,1,2195088,Unreliable
Pneumoconioses and chemical effects,GR113-087,53,M,2005,2,1891790,Unreliable
Pneumoconioses and chemical effects,GR113-087,53,M,2010,2,2141354,Unreliable
Pneumoconioses and chemical effects,GR113-087,53,M,2015,0,2186448,Unreliable
Pneumoconioses and chemical effects,GR113-087,54,M,2005,3,1842482,Unreliable
Pneumoconioses and chemical effects,GR113-087,54,M,2010,6,2093554,Unreliable
Pneumoconioses and chemical effects,GR113-087,54,M,2015,3,2206584,Unreliable
Pneumoconioses and chemical effects,GR113-087,55,M,2005,5,1824610,Unreliable
Pneumoconioses and chemical effects,GR113-087,55,M,2010,3,2073473,Unreliable
Pneumoconioses and chemical effects,GR113-087,55,M,2015,0,2228498,Unreliable
Pneumoconioses and chemical effects,GR113-087,56,M,2005,6,1761297,Unreliable
Pneumoconioses and chemical effects,GR113-087,56,M,2010,2,1956141,Unreliable
Pneumoconioses and chemical effects,GR113-087,56,M,2015,2,2143285,Unreliable
Pneumoconioses and chemical effects,GR113-087,57,M,2005,3,1739222,Unreliable
Pneumoconioses and chemical effects,GR113-087,57,M,2010,3,1905355,Unreliable
Pneumoconioses and chemical effects,GR113-087,57,M,2015,5,2124551,Unreliable
Pneumoconioses and chemical effects,GR113-087,58,M,2005,6,1819296,Unreliable
Pneumoconioses and chemical effects,GR113-087,58,M,2010,3,1834808,Unreliable
Pneumoconioses and chemical effects,GR113-087,58,M,2015,3,2092228,Unreliable
Pneumoconioses and chemical effects,GR113-087,59,M,2005,6,1350936,Unreliable
Pneumoconioses and chemical effects,GR113-087,59,M,2010,5,1753871,Unreliable
Pneumoconioses and chemical effects,GR113-087,59,M,2015,6,2009005,Unreliable
Pneumoconioses and chemical effects,GR113-087,60,M,2005,7,1330174,Unreliable
Pneumoconioses and chemical effects,GR113-087,60,M,2010,8,1745507,Unreliable
Pneumoconioses and chemical effects,GR113-087,60,M,2015,2,1987008,Unreliable
Pneumoconioses and chemical effects,GR113-087,61,M,2005,6,1316923,Unreliable
Pneumoconioses and chemical effects,GR113-087,61,M,2010,3,1679077,Unreliable
Pneumoconioses and chemical effects,GR113-087,61,M,2015,6,1893657,Unreliable
Pneumoconioses and chemical effects,GR113-087,62,M,2005,8,1351274,Unreliable
Pneumoconioses and chemical effects,GR113-087,62,M,2010,7,1712692,Unreliable
Pneumoconioses and chemical effects,GR113-087,62,M,2015,4,1815914,Unreliable
Pneumoconioses and chemical effects,GR113-087,63,M,2005,13,1188493,Unreliable
Pneumoconioses and chemical effects,GR113-087,63,M,2010,5,1672329,Unreliable
Pneumoconioses and chemical effects,GR113-087,63,M,2015,4,1741514,Unreliable
Pneumoconioses and chemical effects,GR113-087,64,M,2005,5,1090862,Unreliable
Pneumoconioses and chemical effects,GR113-087,64,M,2010,4,1267895,Unreliable
Pneumoconioses and chemical effects,GR113-087,64,M,2015,9,1679087,Unreliable
Pneumoconioses and chemical effects,GR113-087,65,M,2005,8,1057487,Unreliable
Pneumoconioses and chemical effects,GR113-087,65,M,2010,11,1273310,Unreliable
Pneumoconioses and chemical effects,GR113-087,65,M,2015,12,1637936,Unreliable
Pneumoconioses and chemical effects,GR113-087,66,M,2005,12,1000448,Unreliable
Pneumoconioses and chemical effects,GR113-087,66,M,2010,7,1248276,Unreliable
Pneumoconioses and chemical effects,GR113-087,66,M,2015,11,1583339,Unreliable
Pneumoconioses and chemical effects,GR113-087,67,M,2005,13,971691,Unreliable
Pneumoconioses and chemical effects,GR113-087,67,M,2010,12,1248906,Unreliable
Pneumoconioses and chemical effects,GR113-087,67,M,2015,10,1562960,Unreliable
Pneumoconioses and chemical effects,GR113-087,68,M,2005,10,904790,Unreliable
Pneumoconioses and chemical effects,GR113-087,68,M,2010,12,1087296,Unreliable
Pneumoconioses and chemical effects,GR113-087,68,M,2015,10,1623929,Unreliable
Pneumoconioses and chemical effects,GR113-087,69,M,2005,15,874711,Unreliable
Pneumoconioses and chemical effects,GR113-087,69,M,2010,11,994759,Unreliable
Pneumoconioses and chemical effects,GR113-087,69,M,2015,13,1188026,Unreliable
Pneumoconioses and chemical effects,GR113-087,70,M,2005,16,857454,Unreliable
Pneumoconioses and chemical effects,GR113-087,70,M,2010,14,945611,Unreliable
Pneumoconioses and chemical effects,GR113-087,70,M,2015,15,1162672,Unreliable
Pneumoconioses and chemical effects,GR113-087,71,M,2005,17,781306,Unreliable
Pneumoconioses and chemical effects,GR113-087,71,M,2010,18,900148,Unreliable
Pneumoconioses and chemical effects,GR113-087,71,M,2015,13,1123102,Unreliable
Pneumoconioses and chemical effects,GR113-087,72,M,2005,20,765167,2.6
Pneumoconioses and chemical effects,GR113-087,72,M,2010,16,853726,Unreliable
Pneumoconioses and chemical effects,GR113-087,72,M,2015,19,1140651,Unreliable
Pneumoconioses and chemical effects,GR113-087,73,M,2005,35,746001,4.7
Pneumoconioses and chemical effects,GR113-087,73,M,2010,24,787863,3
Pneumoconioses and chemical effects,GR113-087,73,M,2015,14,983641,Unreliable
Pneumoconioses and chemical effects,GR113-087,74,M,2005,27,724073,3.7
Pneumoconioses and chemical effects,GR113-087,74,M,2010,26,756624,3.4
Pneumoconioses and chemical effects,GR113-087,74,M,2015,25,886092,2.8
Pneumoconioses and chemical effects,GR113-087,75,M,2005,30,709619,4.2
Pneumoconioses and chemical effects,GR113-087,75,M,2010,25,721008,3.5
Pneumoconioses and chemical effects,GR113-087,75,M,2015,21,829659,2.5
Pneumoconioses and chemical effects,GR113-087,76,M,2005,27,662437,4.1
Pneumoconioses and chemical effects,GR113-087,76,M,2010,21,647804,3.2
Pneumoconioses and chemical effects,GR113-087,76,M,2015,21,774758,2.7
Pneumoconioses and chemical effects,GR113-087,77,M,2005,35,637311,5.5
Pneumoconioses and chemical effects,GR113-087,77,M,2010,33,631884,5.2
Pneumoconioses and chemical effects,GR113-087,77,M,2015,24,728549,3.3
Pneumoconioses and chemical effects,GR113-087,78,M,2005,36,600987,6
Pneumoconioses and chemical effects,GR113-087,78,M,2010,30,602458,5
Pneumoconioses and chemical effects,GR113-087,78,M,2015,18,659853,Unreliable
Pneumoconioses and chemical effects,GR113-087,79,M,2005,54,553999,9.7
Pneumoconioses and chemical effects,GR113-087,79,M,2010,40,579234,6.9
Pneumoconioses and chemical effects,GR113-087,79,M,2015,26,618087,4.2
Pneumoconioses and chemical effects,GR113-087,80,M,2005,50,520539,9.6
Pneumoconioses and chemical effects,GR113-087,80,M,2010,41,543559,7.5
Pneumoconioses and chemical effects,GR113-087,80,M,2015,23,578240,4
Pneumoconioses and chemical effects,GR113-087,81,M,2005,49,475653,10.3
Pneumoconioses and chemical effects,GR113-087,81,M,2010,24,494870,4.8
Pneumoconioses and chemical effects,GR113-087,81,M,2015,32,507988,6.3
Pneumoconioses and chemical effects,GR113-087,82,M,2005,49,426417,11.5
Pneumoconioses and chemical effects,GR113-087,82,M,2010,49,462983,10.6
Pneumoconioses and chemical effects,GR113-087,82,M,2015,23,477629,4.8
Pneumoconioses and chemical effects,GR113-087,83,M,2005,52,390040,13.3
Pneumoconioses and chemical effects,GR113-087,83,M,2010,46,419831,11
Pneumoconioses and chemical effects,GR113-087,83,M,2015,24,442175,5.4
Pneumoconioses and chemical effects,GR113-087,84,M,2005,46,343965,13.4
Pneumoconioses and chemical effects,GR113-087,84,M,2010,42,373131,11.3
Pneumoconioses and chemical effects,GR113-087,84,M,2015,33,406633,8.1
Pneumoconioses and chemical effects,GR113-087,85,M,2005,42,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,85,M,2010,34,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,85,M,2015,33,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,86,M,2005,30,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,86,M,2010,33,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,86,M,2015,23,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,87,M,2005,37,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,87,M,2010,32,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,87,M,2015,34,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,88,M,2005,36,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,88,M,2010,34,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,88,M,2015,31,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,89,M,2005,35,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,89,M,2010,24,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,89,M,2015,32,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,90,M,2005,25,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,90,M,2010,26,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,90,M,2015,26,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,91,M,2005,19,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,91,M,2010,10,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,91,M,2015,21,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,92,M,2005,19,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,92,M,2010,13,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,92,M,2015,10,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,93,M,2005,8,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,93,M,2010,11,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,93,M,2015,7,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,94,M,2005,9,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,94,M,2010,13,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,94,M,2015,12,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,95,M,2005,5,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,95,M,2010,8,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,95,M,2015,8,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,96,M,2005,6,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,96,M,2010,2,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,96,M,2015,6,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,97,M,2005,1,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,97,M,2010,2,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,97,M,2015,3,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,98,M,2005,1,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,98,M,2010,0,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,98,M,2015,2,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,99,M,2005,2,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,99,M,2010,0,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,99,M,2015,3,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,100,M,2005,0,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,100,M,2010,4,Not Applicable,Not Applicable
Pneumoconioses and chemical effects,GR113-087,100,M,2015,2,Not Applicable,Not Applicable
Pneumonitis due to solids and liquids,GR113-088,0,M,2005,10,2047711,Unreliable
Pneumonitis due to solids and liquids,GR113-088,0,M,2010,11,2014276,Unreliable
Pneumonitis due to solids and liquids,GR113-088,0,M,2015,4,2035134,Unreliable
Pneumonitis due to solids and liquids,GR113-088,1,M,2005,0,2036538,Unreliable
Pneumonitis due to solids and liquids,GR113-088,1,M,2010,3,2030853,Unreliable
Pneumonitis due to solids and liquids,GR113-088,1,M,2015,4,2029295,Unreliable
Pneumonitis due to solids and liquids,GR113-088,2,M,2005,0,2020295,Unreliable
Pneumonitis due to solids and liquids,GR113-088,2,M,2010,1,2092198,Unreliable
Pneumonitis due to solids and liquids,GR113-088,2,M,2015,1,2026604,Unreliable
Pneumonitis due to solids and liquids,GR113-088,3,M,2005,3,2012820,Unreliable
Pneumonitis due to solids and liquids,GR113-088,3,M,2010,3,2104550,Unreliable
Pneumonitis due to solids and liquids,GR113-088,3,M,2015,0,2030644,Unreliable
Pneumonitis due to solids and liquids,GR113-088,4,M,2005,0,2058231,Unreliable
Pneumonitis due to solids and liquids,GR113-088,4,M,2010,2,2077550,Unreliable
Pneumonitis due to solids and liquids,GR113-088,4,M,2015,1,2055924,Unreliable
Pneumonitis due to solids and liquids,GR113-088,5,M,2005,1,1991645,Unreliable
Pneumonitis due to solids and liquids,GR113-088,5,M,2010,0,2072094,Unreliable
Pneumonitis due to solids and liquids,GR113-088,5,M,2015,0,2050848,Unreliable
Pneumonitis due to solids and liquids,GR113-088,6,M,2005,1,1956456,Unreliable
Pneumonitis due to solids and liquids,GR113-088,6,M,2010,0,2075319,Unreliable
Pneumonitis due to solids and liquids,GR113-088,6,M,2015,0,2050663,Unreliable
Pneumonitis due to solids and liquids,GR113-088,7,M,2005,1,1962661,Unreliable
Pneumonitis due to solids and liquids,GR113-088,7,M,2010,1,2057076,Unreliable
Pneumonitis due to solids and liquids,GR113-088,7,M,2015,0,2117118,Unreliable
Pneumonitis due to solids and liquids,GR113-088,8,M,2005,1,1973522,Unreliable
Pneumonitis due to solids and liquids,GR113-088,8,M,2010,0,2065453,Unreliable
Pneumonitis due to solids and liquids,GR113-088,8,M,2015,0,2128825,Unreliable
Pneumonitis due to solids and liquids,GR113-088,9,M,2005,0,2030883,Unreliable
Pneumonitis due to solids and liquids,GR113-088,9,M,2010,1,2119696,Unreliable
Pneumonitis due to solids and liquids,GR113-088,9,M,2015,1,2111678,Unreliable
Pneumonitis due to solids and liquids,GR113-088,10,M,2005,0,2125604,Unreliable
Pneumonitis due to solids and liquids,GR113-088,10,M,2010,1,2135996,Unreliable
Pneumonitis due to solids and liquids,GR113-088,10,M,2015,1,2103943,Unreliable
Pneumonitis due to solids and liquids,GR113-088,11,M,2005,0,2124517,Unreliable
Pneumonitis due to solids and liquids,GR113-088,11,M,2010,0,2103264,Unreliable
Pneumonitis due to solids and liquids,GR113-088,11,M,2015,0,2106742,Unreliable
Pneumonitis due to solids and liquids,GR113-088,12,M,2005,2,2178897,Unreliable
Pneumonitis due to solids and liquids,GR113-088,12,M,2010,0,2100145,Unreliable
Pneumonitis due to solids and liquids,GR113-088,12,M,2015,0,2090780,Unreliable
Pneumonitis due to solids and liquids,GR113-088,13,M,2005,2,2204584,Unreliable
Pneumonitis due to solids and liquids,GR113-088,13,M,2010,0,2104914,Unreliable
Pneumonitis due to solids and liquids,GR113-088,13,M,2015,0,2082704,Unreliable
Pneumonitis due to solids and liquids,GR113-088,14,M,2005,0,2230595,Unreliable
Pneumonitis due to solids and liquids,GR113-088,14,M,2010,0,2135543,Unreliable
Pneumonitis due to solids and liquids,GR113-088,14,M,2015,0,2136219,Unreliable
Pneumonitis due to solids and liquids,GR113-088,15,M,2005,0,2288448,Unreliable
Pneumonitis due to solids and liquids,GR113-088,15,M,2010,0,2177022,Unreliable
Pneumonitis due to solids and liquids,GR113-088,15,M,2015,0,2172989,Unreliable
Pneumonitis due to solids and liquids,GR113-088,16,M,2005,0,2213951,Unreliable
Pneumonitis due to solids and liquids,GR113-088,16,M,2010,0,2216034,Unreliable
Pneumonitis due to solids and liquids,GR113-088,16,M,2015,0,2139271,Unreliable
Pneumonitis due to solids and liquids,GR113-088,17,M,2005,4,2183662,Unreliable
Pneumonitis due to solids and liquids,GR113-088,17,M,2010,2,2263153,Unreliable
Pneumonitis due to solids and liquids,GR113-088,17,M,2015,1,2145174,Unreliable
Pneumonitis due to solids and liquids,GR113-088,18,M,2005,3,2174412,Unreliable
Pneumonitis due to solids and liquids,GR113-088,18,M,2010,2,2305473,Unreliable
Pneumonitis due to solids and liquids,GR113-088,18,M,2015,0,2156041,Unreliable
Pneumonitis due to solids and liquids,GR113-088,19,M,2005,3,2190952,Unreliable
Pneumonitis due to solids and liquids,GR113-088,19,M,2010,3,2341984,Unreliable
Pneumonitis due to solids and liquids,GR113-088,19,M,2015,3,2184392,Unreliable
Pneumonitis due to solids and liquids,GR113-088,20,M,2005,1,2185676,Unreliable
Pneumonitis due to solids and liquids,GR113-088,20,M,2010,5,2308319,Unreliable
Pneumonitis due to solids and liquids,GR113-088,20,M,2015,4,2240373,Unreliable
Pneumonitis due to solids and liquids,GR113-088,21,M,2005,6,2139490,Unreliable
Pneumonitis due to solids and liquids,GR113-088,21,M,2010,2,2223198,Unreliable
Pneumonitis due to solids and liquids,GR113-088,21,M,2015,4,2290006,Unreliable
Pneumonitis due to solids and liquids,GR113-088,22,M,2005,3,2151169,Unreliable
Pneumonitis due to solids and liquids,GR113-088,22,M,2010,3,2177797,Unreliable
Pneumonitis due to solids and liquids,GR113-088,22,M,2015,5,2331696,Unreliable
Pneumonitis due to solids and liquids,GR113-088,23,M,2005,2,2136786,Unreliable
Pneumonitis due to solids and liquids,GR113-088,23,M,2010,4,2140799,Unreliable
Pneumonitis due to solids and liquids,GR113-088,23,M,2015,5,2387842,Unreliable
Pneumonitis due to solids and liquids,GR113-088,24,M,2005,1,2124028,Unreliable
Pneumonitis due to solids and liquids,GR113-088,24,M,2010,4,2164063,Unreliable
Pneumonitis due to solids and liquids,GR113-088,24,M,2015,6,2417937,Unreliable
Pneumonitis due to solids and liquids,GR113-088,25,M,2005,2,2115519,Unreliable
Pneumonitis due to solids and liquids,GR113-088,25,M,2010,3,2161308,Unreliable
Pneumonitis due to solids and liquids,GR113-088,25,M,2015,3,2407515,Unreliable
Pneumonitis due to solids and liquids,GR113-088,26,M,2005,2,1993073,Unreliable
Pneumonitis due to solids and liquids,GR113-088,26,M,2010,4,2097088,Unreliable
Pneumonitis due to solids and liquids,GR113-088,26,M,2015,6,2310983,Unreliable
Pneumonitis due to solids and liquids,GR113-088,27,M,2005,6,1942425,Unreliable
Pneumonitis due to solids and liquids,GR113-088,27,M,2010,3,2140651,Unreliable
Pneumonitis due to solids and liquids,GR113-088,27,M,2015,4,2254603,Unreliable
Pneumonitis due to solids and liquids,GR113-088,28,M,2005,4,1913949,Unreliable
Pneumonitis due to solids and liquids,GR113-088,28,M,2010,7,2118605,Unreliable
Pneumonitis due to solids and liquids,GR113-088,28,M,2015,5,2214738,Unreliable
Pneumonitis due to solids and liquids,GR113-088,29,M,2005,4,1857200,Unreliable
Pneumonitis due to solids and liquids,GR113-088,29,M,2010,3,2117939,Unreliable
Pneumonitis due to solids and liquids,GR113-088,29,M,2015,4,2221560,Unreliable
Pneumonitis due to solids and liquids,GR113-088,30,M,2005,5,1952025,Unreliable
Pneumonitis due to solids and liquids,GR113-088,30,M,2010,5,2160802,Unreliable
Pneumonitis due to solids and liquids,GR113-088,30,M,2015,3,2231463,Unreliable
Pneumonitis due to solids and liquids,GR113-088,31,M,2005,5,1859850,Unreliable
Pneumonitis due to solids and liquids,GR113-088,31,M,2010,4,1988155,Unreliable
